Temperature (°C),d13 (cm),t13 (us)
23,15,1103
23,15,1102
23,15,1100
23,15,1099
23,15,1099
23,15,1100
23,15,1101
23,15,1104
23,15,1100
23,15,1102
23,15,1100
23,15,1100
23,15,1105
23,15,1105
23,15,1104
23,15,1104
23,15,1102
23,15,1101
23,15,1102
23,15,1105
23,15,1101
23,15,1100
23,15,1103
23,15,1100
23,15,1105
23,15,1104
23,15,1102
23,15,1102
23,15,1100
23,15,1099
23,15,1103
23,15,1099
23,15,1103
23,15,1104
23,15,1105
23,15,1103
23,15,1099
23,15,1101
23,15,1098
23,15,1100
23,15,1099
23,15,1103
23,15,1101
23,15,1099
23,15,1104
23,15,1102
23,15,1106
23,15,1102
23,15,1103
23,15,1104
23,15,1101
23,15,1101
23,15,1100
23,15,1104
23,15,1100
23,15,1099
23,15,1101
23,15,1100
23,15,1103
23,15,1101
23,15,1103
23,15,1103
23,15,1103
23,15,1101
23,15,1101
23,15,1101
23,15,1100
23,15,1101
23,15,1103
23,15,1103
23,15,1103
23,15,1102
23,15,1101
23,15,1099
23,15,1105
23,15,1103
23,15,1101
23,15,1104
23,15,1101
23,15,1100
23,15,1099
23,15,1100
23,15,1101
23,15,1101
23,15,1100
23,15,1103
23,15,1102
23,15,1101
23,15,1100
23,15,1103
23,15,1102
23,15,1099
23,15,1102
23,15,1103
23,15,1102
23,15,1099
23,15,1103
23,15,1099
23,15,1099
23,15,1101
23,15,1099
23,15,1100
23,15,1101
23,15,1100
23,15,1101
23,15,1103
23,15,1104
23,15,1103
23,15,1101
23,15,1103
23,15,1104
23,15,1103
23,15,1102
23,15,1101
23,15,1103
23,15,1102
23,15,1100
23,15,1103
23,15,1102
23,15,1102
23,15,1100
23,15,1103
23,15,1100
23,15,1106
23,15,1100
23,15,1103
23,15,1099
23,15,1100
23,15,1102
23,15,1098
23,15,1103
23,15,1101
23,15,1103
23,15,1100
23,15,1105
23,15,1100
23,15,1101
23,15,1103
23,15,1103
23,15,1100
23,15,1104
23,15,1101
23,15,1099
23,15,1104
23,15,1101
23,15,1104
23,15,1103
23,15,1099
23,15,1100
23,15,1100
23,15,1102
23,15,1100
23,15,1102
23,15,1102
23,15,1103
23,15,1100
23,15,1099
23,15,1099
23,15,1099
23,15,1104
23,15,1103
23,15,1101
23,15,1101
23,15,1100
23,15,1100
23,15,1101
23,15,1103
23,15,1104
23,15,1102
23,15,1099
23,15,1099
23,15,1102
23,15,1102
23,15,1100
23,15,1099
23,15,1101
23,15,1099
23,15,1100
23,15,1100
23,15,1101
23,15,1102
23,15,1102
23,15,1103
23,15,1103
23,15,1101
23,15,1102
23,15,1102
23,15,1100
23,15,1100
23,15,1101
23,15,1101
23,15,1104
23,15,1104
23,15,1103
23,15,1104
23,15,1102
23,15,1102
23,15,1099
23,15,1100
23,15,1101
23,15,1100
23,15,1099
23,15,1103
23,15,1100
23,15,1101
23,15,1103
23,15,1103
23,15,1105
23,15,1102
23,15,1101
23,15,1100
23,15,1099
23,15,1101
23,15,1103
23,15,1102
23,15,1102
23,15,1100
23,15,1102
23,15,1101
23,15,1104
23,15,1105
23,15,1103
23,15,1100
23,15,1101
23,15,1104
23,15,1101
23,15,1102
23,15,1102
23,15,1100
23,15,1103
23,15,1103
23,15,1102
23,15,1100
23,15,1103
23,15,1101
23,15,1099
23,15,1102
23,15,1099
23,15,1100
23,15,1100
23,15,1103
23,15,1104
23,15,1103
23,15,1101
23,15,1104
23,15,1102
23,15,1103
23,15,1103
23,15,1099
23,15,1104
23,15,1102
23,15,1102
23,15,1102
23,15,1104
23,15,1103
23,15,1102
23,15,1103
23,15,1104
23,15,1104
23,15,1100
23,15,1104
23,15,1104
23,15,1103
23,15,1102
23,15,1100
23,15,1101
23,15,1100
23,15,1101
23,15,1100
23,15,1104
23,15,1102
23,15,1104
23,15,1104
23,15,1101
23,15,1102
23,15,1101
23,15,1104
23,15,1102
23,15,1102
23,15,1099
23,15,1102
23,15,1100
23,15,1101
23,15,1103
23,15,1103
23,15,1101
23,15,1101
23,15,1102
23,15,1104
23,15,1104
23,15,1103
23,15,1101
23,15,1101
23,15,1101
23,15,1102
23,15,1103
23,15,1099
23,15,1102
23,15,1101
23,15,1103
23,15,1099
23,15,1100
23,15,1104
23,15,1102
23,15,1100
23,15,1101
23,15,1103
23,15,1104
23,15,1103
23,15,1099
23,15,1101
23,15,1102
23,15,1099
23,15,1104
23,15,1100
23,15,1101
23,15,1104
23,15,1100
23,15,1100
23,15,1099
23,15,1100
23,15,1104
23,15,1103
23,15,1103
23,15,1099
23,15,1103
23,15,1102
23,15,1099
23,15,1100
23,15,1100
23,15,1103
23,15,1101
23,15,1102
23,15,1103
23,15,1102
23,15,1105
23,15,1105
23,15,1103
23,15,1101
23,15,1102
23,15,1099
23,15,1105
23,15,270
23,15,326
23,15,418
23,15,1103
23,15,266
23,15,1103
23,15,1101
23,15,1099
23,15,1101
23,15,1104
23,15,1101
23,15,1103
23,15,1101
23,15,1099
23,15,1106
23,15,1101
23,15,1103
23,15,1101
23,15,1104
23,15,1102
23,15,1101
23,15,1100
23,15,1101
23,15,1099
23,15,1103
23,15,1101
23,15,1104
23,15,1100
23,15,1100
23,15,1100
23,15,1101
23,15,1104
23,15,1101
23,15,1101
23,15,1102
23,15,1100
23,15,1101
23,15,1103
23,15,1104
23,15,1100
23,15,1099
23,15,1105
23,15,1105
23,15,1102
23,15,1100
23,15,1102
23,15,1100
23,15,1103
23,15,1102
23,15,1102
23,15,1103
23,15,1099
23,15,1101
23,15,1100
23,15,1104
23,15,1103
23,15,1104
23,15,1099
23,15,1103
23,15,1102
23,15,1100
23,15,1099
23,15,1101
23,15,1103
23,15,1103
23,15,1101
23,15,1104
23,15,1102
23,15,1102
23,15,1101
23,15,1106
23,15,1103
23,15,1103
23,15,1105
23,15,1099
23,15,1102
23,15,1100
23,15,1099
23,15,1104
23,15,1100
23,15,1100
23,15,1101
23,15,1099
23,15,1101
23,15,1100
23,15,1103
23,15,1104
23,15,1099
23,15,1100
23,15,1104
23,15,1103
23,15,1102
23,15,1102
23,15,1105
23,15,1102
23,15,1102
23,15,1102
23,15,1100
23,15,1101
23,15,1099
23,15,1101
23,15,1100
23,15,1103
23,15,1099
23,15,1104
23,15,1099
23,15,1099
23,15,1100
23,15,1099
23,15,1104
23,15,1100
23,15,1101
23,15,1099
23,15,1100
23,15,1104
23,15,1100
23,15,1103
23,15,1100
23,15,1101
23,15,1104
23,15,1101
23,15,1103
23,15,1101
23,15,1102
23,15,1102
23,15,1100
23,15,1100
23,15,1101
23,15,1103
23,15,1102
23,15,1103
23,15,1103
23,15,1101
23,15,1101
23,15,1104
23,15,1101
23,15,1099
23,15,1101
23,15,1102
23,15,1100
23,15,1100
23,15,1103
23,15,1105
23,15,1104
23,15,1103
23,15,1101
23,15,1105
23,15,1101
23,15,1101
23,15,1104
23,15,1099
23,15,1105
23,15,1103
23,15,1100
23,15,1101
23,15,1101
23,15,1103
23,15,1101
23,15,1103
23,15,1099
23,15,1103
23,15,1102
23,15,1105
23,15,1098
23,15,1101
23,15,1103
23,15,1099
23,15,1102
23,15,1102
23,15,1103
23,15,1103
23,15,1102
23,15,1103
23,15,1104
23,15,1104
23,15,1099
23,15,1102
23,15,1102
23,15,1101
23,15,1101
23,15,1101
23,15,1099
23,15,1104
23,15,1101
23,15,1105
23,15,1105
23,15,1101
23,15,1099
23,15,1101
23,15,1102
23,15,1102
23,15,1102
23,15,1101
23,15,1101
23,15,1101
23,15,1101
