Temperature (°C),d10 (cm),t10 (us)
23,12,1015
23,12,1014
23,12,1011
23,12,1012
23,12,1016
23,12,1014
23,12,1014
23,12,1014
23,12,1011
23,12,1011
23,12,1011
23,12,1013
23,12,1014
23,12,1016
23,12,1015
23,12,1012
23,12,1012
23,12,1011
23,12,1015
23,12,1015
23,12,1015
23,12,1011
23,12,1011
23,12,1014
23,12,1013
23,12,1015
23,12,1012
23,12,1012
23,12,1014
23,12,1014
23,12,1012
23,12,1012
23,12,1015
23,12,1012
23,12,1012
23,12,1015
23,12,1016
23,12,1011
23,12,1012
23,12,1015
23,12,1014
23,12,1014
23,12,1016
23,12,1016
23,12,1015
23,12,1013
23,12,1013
23,12,1015
23,12,1013
23,12,1015
23,12,1013
23,12,1016
23,12,1015
23,12,1014
23,12,1012
23,12,1014
23,12,1014
23,12,1014
23,12,1011
23,12,1014
23,12,1016
23,12,1014
23,12,1014
23,12,1011
23,12,1014
23,12,1014
23,12,1016
23,12,1015
23,12,1012
23,12,1011
23,12,1015
23,12,1017
23,12,1015
23,12,1014
23,12,1012
23,12,1011
23,12,1014
23,12,1013
23,12,1011
23,12,1011
23,12,1013
23,12,1013
23,12,1011
23,12,1015
23,12,1015
23,12,1011
23,12,1011
23,12,1012
23,12,1015
23,12,1013
23,12,1015
23,12,1015
23,12,1014
23,12,1018
23,12,1014
23,12,1014
23,12,1012
23,12,1015
23,12,1013
23,12,1013
23,12,1017
23,12,1013
23,12,1017
23,12,1012
23,12,1018
23,12,1014
23,12,1016
23,12,1013
23,12,1013
23,12,1013
23,12,1012
23,12,1015
23,12,1015
23,12,1011
23,12,1013
23,12,1013
23,12,1016
23,12,1017
23,12,1014
23,12,1011
23,12,1011
23,12,1014
23,12,1012
23,12,1015
23,12,1012
23,12,1016
23,12,1015
23,12,1011
23,12,1015
23,12,1013
23,12,1012
23,12,1015
23,12,1015
23,12,1015
23,12,1014
23,12,1013
23,12,1014
23,12,1012
23,12,1016
23,12,1012
23,12,1015
23,12,1013
23,12,1011
23,12,1011
23,12,1011
23,12,1015
23,12,1012
23,12,1016
23,12,1015
23,12,1017
23,12,1014
23,12,1015
23,12,1013
23,12,1016
23,12,1011
23,12,1011
23,12,1013
23,12,1015
23,12,1016
23,12,1012
23,12,1011
23,12,1015
23,12,1014
23,12,1016
23,12,1012
23,12,1011
23,12,1013
23,12,1012
23,12,1015
23,12,1014
23,12,1013
23,12,1011
23,12,1012
23,12,1015
23,12,1011
23,12,1014
23,12,1015
23,12,1013
23,12,1015
23,12,1012
23,12,1013
23,12,1016
23,12,1013
23,12,1015
23,12,1015
23,12,1016
23,12,1011
23,12,1012
23,12,1011
23,12,1016
23,12,1011
23,12,1014
23,12,1014
23,12,1014
23,12,1016
23,12,1016
23,12,1011
23,12,1014
23,12,1013
23,12,1013
23,12,1016
23,12,1012
23,12,1014
23,12,1015
23,12,1012
23,12,1014
23,12,1014
23,12,1018
23,12,1012
23,12,1015
23,12,1013
23,12,1012
23,12,1012
23,12,1015
23,12,1014
23,12,1014
23,12,1012
23,12,1011
23,12,1013
23,12,1015
23,12,1015
23,12,1013
23,12,1014
23,12,1011
23,12,1015
23,12,1014
23,12,1013
23,12,1013
23,12,1015
23,12,1013
23,12,1013
23,12,1013
23,12,1015
23,12,1014
23,12,1015
23,12,1012
23,12,1013
23,12,1012
23,12,1014
23,12,1015
23,12,1011
23,12,1014
23,12,1014
23,12,1015
23,12,1016
23,12,1017
23,12,1012
23,12,1016
23,12,1015
23,12,1013
23,12,1012
23,12,1017
23,12,1014
23,12,1017
23,12,1011
23,12,1011
23,12,1011
23,12,1016
23,12,1012
23,12,1011
23,12,1013
23,12,969
23,12,1013
23,12,1014
23,12,1014
23,12,1014
23,12,1012
23,12,1015
23,12,1013
23,12,1015
23,12,1014
23,12,1012
23,12,1015
23,12,1015
23,12,1011
23,12,1016
23,12,1016
23,12,1013
23,12,1013
23,12,1015
23,12,1014
23,12,1013
23,12,1014
23,12,1015
23,12,1014
23,12,1015
23,12,1013
23,12,1016
23,12,1013
23,12,1016
23,12,1014
23,12,1016
23,12,1012
23,12,1012
23,12,1013
23,12,1016
23,12,1011
23,12,1016
23,12,1014
23,12,1017
23,12,1013
23,12,1012
23,12,1014
23,12,1015
23,12,1016
23,12,1012
23,12,1015
23,12,1012
23,12,1012
23,12,1012
23,12,1013
23,12,1011
23,12,1016
23,12,1015
23,12,1014
23,12,1015
23,12,1016
23,12,1015
23,12,1011
23,12,1015
23,12,1012
23,12,1015
23,12,1015
23,12,1014
23,12,1014
23,12,1012
23,12,1015
23,12,1011
23,12,1015
23,12,1012
23,12,1017
23,12,1013
23,12,1011
23,12,1012
23,12,1012
23,12,1011
23,12,1015
23,12,1011
23,12,1016
23,12,1017
23,12,1013
23,12,1016
23,12,1012
23,12,1013
23,12,1010
23,12,1013
23,12,1016
23,12,1011
23,12,1013
23,12,1016
23,12,1012
23,12,1015
23,12,1012
23,12,1016
23,12,1013
23,12,1012
23,12,1012
23,12,1015
23,12,1017
23,12,1016
23,12,1014
23,12,1011
23,12,1015
23,12,1014
23,12,1012
23,12,1015
23,12,1014
23,12,1012
23,12,1011
23,12,1014
23,12,1014
23,12,1016
23,12,1012
23,12,1014
23,12,1013
23,12,1011
23,12,1014
23,12,1013
23,12,1016
23,12,1011
23,12,1017
23,12,1011
23,12,1017
23,12,1012
23,12,1012
23,12,1011
23,12,1011
23,12,1015
23,12,1016
23,12,1011
23,12,1015
23,12,1014
23,12,1015
23,12,1015
23,12,1014
23,12,1013
23,12,1014
23,12,1012
23,12,1013
23,12,1014
23,12,1015
23,12,1014
23,12,1016
23,12,1011
23,12,1013
23,12,1015
23,12,1016
23,12,1015
