Temperature (°C),d11 (cm),t11 (us)
23,13,1041
23,13,1045
23,13,1044
23,13,1043
23,13,1043
23,13,1042
23,13,1044
23,13,1041
23,13,1045
23,13,1044
23,13,1047
23,13,1042
23,13,1041
23,13,1046
23,13,1042
23,13,1043
23,13,1044
23,13,1046
23,13,1046
23,13,1045
23,13,1043
23,13,1047
23,13,1044
23,13,1042
23,13,1042
23,13,1045
23,13,1043
23,13,1044
23,13,1041
23,13,1041
23,13,1043
23,13,1044
23,13,1045
23,13,1045
23,13,1041
23,13,1046
23,13,1047
23,13,1043
23,13,1045
23,13,1041
23,13,1044
23,13,1043
23,13,1047
23,13,1041
23,13,1044
23,13,1043
23,13,1047
23,13,1042
23,13,1044
23,13,1047
23,13,1042
23,13,1044
23,13,1045
23,13,1042
23,13,1043
23,13,1043
23,13,1044
23,13,1043
23,13,1042
23,13,1044
23,13,1042
23,13,1044
23,13,1043
23,13,1044
23,13,1045
23,13,1048
23,13,1046
23,13,1047
23,13,1041
23,13,1041
23,13,1045
23,13,1043
23,13,1044
23,13,1044
23,13,1046
23,13,1042
23,13,1046
23,13,1044
23,13,1043
23,13,1045
23,13,1040
23,13,1047
23,13,1044
23,13,1044
23,13,1044
23,13,1043
23,13,1042
23,13,1042
23,13,1044
23,13,1044
23,13,1042
23,13,1047
23,13,1041
23,13,1041
23,13,1042
23,13,1044
23,13,1045
23,13,1043
23,13,1044
23,13,1044
23,13,1041
23,13,1040
23,13,1042
23,13,1044
23,13,1043
23,13,1041
23,13,1043
23,13,1044
23,13,1044
23,13,1041
23,13,1044
23,13,1042
23,13,1043
23,13,1044
23,13,1045
23,13,1046
23,13,1043
23,13,1046
23,13,1043
23,13,1045
23,13,1043
23,13,1043
23,13,1043
23,13,1043
23,13,1046
23,13,1042
23,13,1043
23,13,1045
23,13,1044
23,13,1045
23,13,1043
23,13,1046
23,13,1044
23,13,1044
23,13,1040
23,13,1044
23,13,1046
23,13,1046
23,13,1045
23,13,1044
23,13,1047
23,13,1044
23,13,1047
23,13,1046
23,13,1047
23,13,1044
23,13,1043
23,13,1044
23,13,1042
23,13,1042
23,13,1044
23,13,1041
23,13,1044
23,13,1043
23,13,1044
23,13,1041
23,13,1046
23,13,1044
23,13,1044
23,13,1042
23,13,1044
23,13,1040
23,13,1042
23,13,1044
23,13,1043
23,13,1042
23,13,1044
23,13,1042
23,13,1042
23,13,1040
23,13,1044
23,13,1044
23,13,1045
23,13,1043
23,13,1040
23,13,1042
23,13,1043
23,13,1045
23,13,1044
23,13,1043
23,13,1043
23,13,1044
23,13,1046
23,13,1045
23,13,1044
23,13,1043
23,13,1044
23,13,1044
23,13,1042
23,13,1040
23,13,1043
23,13,1042
23,13,1045
23,13,1041
23,13,1045
23,13,1045
23,13,1041
23,13,1042
23,13,1045
23,13,1042
23,13,1043
23,13,1045
23,13,1043
23,13,1043
23,13,1044
23,13,1042
23,13,1043
23,13,1042
23,13,1046
23,13,1044
23,13,1041
23,13,1046
23,13,1044
23,13,1043
23,13,1043
23,13,1046
23,13,1042
23,13,1044
23,13,1042
23,13,1041
23,13,1041
23,13,1046
23,13,1041
23,13,1044
23,13,1045
23,13,1043
23,13,1042
23,13,1046
23,13,1042
23,13,1044
23,13,1047
23,13,1046
23,13,1046
23,13,1043
23,13,1044
23,13,1045
23,13,1042
23,13,1042
23,13,1044
23,13,1046
23,13,1044
23,13,1045
23,13,1042
23,13,1043
23,13,1043
23,13,1045
23,13,1043
23,13,1042
23,13,1046
23,13,1043
23,13,1045
23,13,1046
23,13,1041
23,13,1043
23,13,1045
23,13,1044
23,13,1042
23,13,1044
23,13,1043
23,13,1042
23,13,1043
23,13,1044
23,13,1045
23,13,1043
23,13,1044
23,13,1044
23,13,1045
23,13,1041
23,13,1041
23,13,1044
23,13,1042
23,13,1041
23,13,1047
23,13,1042
23,13,1046
23,13,1043
23,13,1044
23,13,1045
23,13,1042
23,13,1043
23,13,1044
23,13,1042
23,13,1045
23,13,1044
23,13,1043
23,13,1045
23,13,1044
23,13,1042
23,13,1045
23,13,1044
23,13,1045
23,13,1044
23,13,1045
23,13,1046
23,13,1047
23,13,1044
23,13,1044
23,13,1044
23,13,1044
23,13,1045
23,13,1044
23,13,1041
23,13,1042
23,13,1043
23,13,1043
23,13,1043
23,13,1043
23,13,1044
23,13,1047
23,13,1045
23,13,1041
23,13,1041
23,13,1042
23,13,1043
23,13,1042
23,13,1045
23,13,1042
23,13,1041
23,13,1044
23,13,1041
23,13,1044
23,13,1043
23,13,1041
23,13,1042
23,13,1044
23,13,1040
23,13,1043
23,13,1042
23,13,1041
23,13,1042
23,13,1045
23,13,1044
23,13,1042
23,13,1044
23,13,1041
23,13,1044
23,13,1047
23,13,1044
23,13,1042
23,13,1046
23,13,1044
23,13,1045
23,13,1044
23,13,1042
23,13,1040
23,13,1041
23,13,1045
23,13,1045
23,13,1043
23,13,1042
23,13,1046
23,13,1045
23,13,1046
23,13,1047
23,13,1044
23,13,1045
23,13,1048
23,13,1044
23,13,1045
23,13,1044
23,13,1044
23,13,1045
23,13,1041
23,13,1044
23,13,1046
23,13,1042
23,13,1045
23,13,1042
23,13,1043
23,13,1046
23,13,1043
23,13,1046
23,13,1047
23,13,1047
23,13,1045
23,13,1045
23,13,1042
23,13,1042
23,13,1042
23,13,1043
23,13,1042
23,13,1043
23,13,1045
23,13,1044
23,13,1042
23,13,1047
23,13,1046
23,13,1045
23,13,1043
23,13,1044
23,13,1041
23,13,1045
23,13,1044
23,13,1041
23,13,1043
23,13,1046
23,13,1044
23,13,1040
23,13,1044
23,13,1045
23,13,1044
23,13,1044
23,13,1043
23,13,1043
23,13,1045
23,13,1041
23,13,1046
23,13,1044
23,13,1045
23,13,1044
23,13,1041
23,13,1044
23,13,1045
23,13,1045
23,13,1046
23,13,1045
23,13,1046
23,13,1045
23,13,1042
23,13,1045
23,13,1041
23,13,1044
23,13,1045
23,13,1045
23,13,1044
23,13,1046
23,13,1046
23,13,1043
23,13,1042
23,13,1047
23,13,1045
23,13,1047
23,13,1044
23,13,1045
23,13,1045
23,13,1044
23,13,1043
23,13,1045
23,13,1041
23,13,1042
23,13,1040
23,13,1043
23,13,1042
23,13,1045
23,13,1045
23,13,1044
23,13,1042
23,13,1044
23,13,1042
23,13,1044
23,13,1043
23,13,1040
23,13,1042
23,13,1041
23,13,371
23,13,1041
23,13,1046
23,13,1043
23,13,1045
23,13,1045
23,13,1043
23,13,386
23,13,1043
23,13,1041
23,13,1043
23,13,1045
23,13,1045
23,13,1041
23,13,1041
23,13,1040
23,13,1043
23,13,1043
23,13,1042
23,13,1041
23,13,1042
23,13,1044
23,13,1043
23,13,1042
23,13,1045
23,13,1044
23,13,1044
23,13,1041
23,13,1044
23,13,1044
23,13,1041
23,13,1044
23,13,1044
23,13,1046
23,13,1044
23,13,1043
23,13,1043
23,13,1044
23,13,1045
23,13,1045
23,13,1040
23,13,1044
23,13,1042
23,13,1045
23,13,1042
23,13,1041
23,13,1043
23,13,1041
23,13,1040
23,13,1041
23,13,1044
23,13,1043
23,13,1042
23,13,1044
23,13,1043
23,13,1042
23,13,1041
23,13,1045
23,13,1043
23,13,1043
23,13,1041
23,13,1043
23,13,1045
23,13,1042
23,13,1043
23,13,1044
23,13,1040
23,13,1045
23,13,1043
23,13,1044
23,13,1044
23,13,1043
23,13,1041
23,13,1043
23,13,1044
23,13,1045
23,13,1041
23,13,1043
23,13,1043
23,13,1043
23,13,1043
23,13,1047
23,13,1045
23,13,1045
23,13,1043
23,13,1044
23,13,1047
23,13,1047
23,13,1047
23,13,1046
23,13,1044
23,13,1044
23,13,1043
23,13,1040
23,13,1042
23,13,1043
23,13,1043
23,13,1042
23,13,1041
23,13,1042
23,13,1041
23,13,1043
23,13,1043
23,13,1042
23,13,1045
23,13,1043
23,13,1045
23,13,1045
23,13,1044
23,13,1044
23,13,1044
23,13,1047
23,13,1047
23,13,1044
23,13,1043
23,13,1047
23,13,1047
23,13,1042
23,13,1046
23,13,1043
23,13,1045
23,13,1043
23,13,1047
23,13,1041
23,13,1042
23,13,1042
23,13,1045
23,13,1042
23,13,1043
23,13,1042
23,13,1047
23,13,1041
23,13,1041
23,13,1043
23,13,1042
23,13,1044
23,13,1044
23,13,1041
23,13,1042
23,13,1047
23,13,1042
23,13,1042
23,13,1042
23,13,1047
23,13,1047
23,13,1047
23,13,1043
23,13,1043
23,13,1043
23,13,1044
23,13,1044
23,13,1043
23,13,1041
23,13,1047
23,13,1043
23,13,1042
23,13,1043
23,13,1045
23,13,1041
23,13,1041
23,13,1043
23,13,1043
23,13,1043
23,13,1046
23,13,1043
23,13,1045
23,13,1043
23,13,1046
23,13,1043
23,13,1041
23,13,1042
23,13,1044
23,13,1043
23,13,1041
23,13,1045
23,13,1042
23,13,1045
23,13,1044
23,13,1043
23,13,1045
23,13,1044
23,13,1042
23,13,1045
23,13,1045
23,13,1045
23,13,1041
23,13,1044
23,13,1043
23,13,1043
23,13,1044
23,13,1045
23,13,1042
23,13,1043
23,13,1042
23,13,1041
23,13,1044
23,13,1040
23,13,1046
23,13,1040
23,13,1043
23,13,1042
23,13,1042
23,13,1044
23,13,1044
23,13,1046
23,13,1043
23,13,1044
23,13,1044
23,13,1044
23,13,1042
23,13,1043
23,13,1042
23,13,1045
23,13,1043
23,13,1044
23,13,1046
23,13,1040
23,13,1040
23,13,1040
23,13,1042
23,13,1043
23,13,1043
23,13,1045
23,13,1046
23,13,1041
23,13,1046
23,13,1043
23,13,1044
23,13,1045
23,13,1047
23,13,1041
23,13,1041
23,13,1043
23,13,1041
23,13,1043
23,13,1044
23,13,1045
23,13,1045
23,13,1042
23,13,1041
23,13,1046
23,13,1044
23,13,1043
23,13,1045
23,13,1045
23,13,1045
23,13,1044
23,13,1040
23,13,1042
23,13,1044
23,13,1041
23,13,1041
23,13,1041
23,13,1041
23,13,1044
23,13,1042
23,13,1044
23,13,1040
23,13,1042
23,13,1043
23,13,1045
23,13,1042
23,13,1045
23,13,1041
23,13,1042
23,13,1043
23,13,1044
23,13,1043
23,13,1044
23,13,1043
23,13,1045
23,13,1047
23,13,1046
23,13,1041
23,13,1041
23,13,1046
23,13,1046
23,13,1044
23,13,1042
23,13,1042
23,13,1045
23,13,1043
23,13,1044
23,13,1042
23,13,1043
23,13,1046
23,13,1044
23,13,1043
23,13,1045
23,13,1042
23,13,1044
23,13,1043
23,13,1045
23,13,1044
23,13,1045
23,13,1044
23,13,1044
23,13,1046
23,13,1044
23,13,1041
23,13,1040
23,13,1047
23,13,1041
23,13,1044
23,13,1045
23,13,1047
23,13,1046
23,13,1042
23,13,1045
23,13,1044
23,13,1045
23,13,1042
23,13,1040
23,13,1041
23,13,1043
23,13,1041
23,13,1046
23,13,1045
23,13,1044
23,13,1043
23,13,1040
23,13,1044
23,13,1042
23,13,1043
23,13,1041
23,13,1044
23,13,1043
23,13,1042
23,13,1045
23,13,1043
23,13,1043
23,13,1044
23,13,1042
23,13,1041
23,13,1045
23,13,1042
