Temperature (°C),d22 (cm),t22 (us)
23,24,1361
23,24,1361
23,24,1361
23,24,1361
23,24,1361
23,24,1359
23,24,1361
23,24,1363
23,24,1366
23,24,1362
23,24,1363
23,24,1360
23,24,1361
23,24,1360
23,24,1364
23,24,1361
23,24,1364
23,24,1363
23,24,1363
23,24,1362
23,24,1364
23,24,1360
23,24,1362
23,24,1363
23,24,1361
23,24,1361
23,24,1362
23,24,1365
23,24,1364
23,24,1363
23,24,1362
23,24,1361
23,24,1361
23,24,1362
23,24,1364
23,24,1364
23,24,1364
23,24,1361
23,24,1360
23,24,1362
23,24,1361
23,24,1359
23,24,1365
23,24,1365
23,24,1361
23,24,1363
23,24,1364
23,24,1364
23,24,1363
23,24,1361
23,24,1364
23,24,1359
23,24,1360
23,24,1364
23,24,1364
23,24,1362
23,24,1362
23,24,1361
23,24,1364
23,24,1360
23,24,1362
23,24,1364
23,24,1362
23,24,1363
23,24,1361
23,24,1365
23,24,1360
23,24,1363
23,24,1361
23,24,1364
23,24,1362
23,24,1363
23,24,1360
23,24,1365
23,24,1362
23,24,1362
23,24,1363
23,24,1365
23,24,1363
23,24,1362
23,24,1363
23,24,1364
23,24,1364
23,24,1363
23,24,1363
23,24,1363
23,24,1361
23,24,1363
23,24,1363
23,24,1362
23,24,1360
23,24,1362
23,24,1364
23,24,1365
23,24,1364
23,24,1360
23,24,1365
23,24,1362
23,24,1360
23,24,1365
23,24,1360
23,24,1361
23,24,1362
23,24,1362
23,24,1363
23,24,1363
23,24,1364
23,24,1363
23,24,1365
23,24,1364
23,24,1363
23,24,1362
23,24,1363
23,24,1364
23,24,1363
23,24,1360
23,24,1364
23,24,1364
23,24,1359
23,24,1364
23,24,1362
23,24,1362
23,24,1362
23,24,1359
23,24,1364
23,24,1362
23,24,1364
23,24,1363
23,24,1363
23,24,1360
23,24,1364
23,24,1362
23,24,1364
23,24,1362
23,24,1362
23,24,1360
23,24,1363
23,24,1361
23,24,1360
23,24,1360
23,24,1364
23,24,1361
23,24,1362
23,24,1361
23,24,1362
23,24,1364
23,24,1362
23,24,1360
23,24,1362
23,24,1363
23,24,1367
23,24,1366
23,24,1364
23,24,1360
23,24,1364
23,24,1364
23,24,1359
23,24,1361
23,24,1362
23,24,1364
23,24,1361
23,24,1362
23,24,1364
23,24,1364
23,24,1364
23,24,1361
23,24,1363
23,24,1363
23,24,1364
23,24,1363
23,24,1361
23,24,1362
23,24,1362
23,24,1361
23,24,1364
23,24,1362
23,24,1362
23,24,1362
23,24,1360
23,24,1360
23,24,1361
23,24,1361
23,24,1360
23,24,1361
23,24,1365
23,24,1361
23,24,1362
23,24,1359
23,24,1363
23,24,1363
23,24,1360
23,24,1363
23,24,1364
23,24,1362
23,24,1362
23,24,1362
23,24,1361
23,24,1364
23,24,1364
23,24,1364
23,24,1360
23,24,1363
23,24,1364
23,24,1363
23,24,1365
23,24,1363
23,24,1360
23,24,1363
23,24,1363
23,24,1363
23,24,1360
23,24,1362
23,24,1361
23,24,1364
23,24,1363
23,24,1362
23,24,1363
23,24,1362
23,24,1362
23,24,1363
23,24,1362
23,24,1362
23,24,1362
23,24,1361
23,24,1363
23,24,1364
23,24,1362
23,24,1364
23,24,1365
23,24,1365
23,24,1365
23,24,1366
23,24,1365
23,24,1362
23,24,1361
23,24,1364
23,24,1364
23,24,1364
23,24,1364
23,24,1360
23,24,1360
23,24,1365
23,24,1362
23,24,1366
23,24,1363
23,24,1360
23,24,1364
23,24,1360
23,24,1361
23,24,1364
23,24,1360
23,24,1362
23,24,1361
23,24,1363
23,24,1365
23,24,1363
23,24,1361
23,24,1362
23,24,1365
23,24,1362
23,24,1360
23,24,1364
23,24,1364
23,24,1361
23,24,1360
23,24,1365
23,24,1366
23,24,1364
23,24,1362
23,24,1363
23,24,1362
23,24,1364
23,24,1362
23,24,1361
23,24,1362
23,24,1364
23,24,1361
23,24,1364
23,24,1364
23,24,1360
23,24,1363
23,24,1362
23,24,1364
23,24,1365
23,24,1366
23,24,1363
23,24,1362
23,24,1364
23,24,1362
23,24,1363
23,24,1362
23,24,1362
23,24,1361
23,24,1360
23,24,1362
23,24,1360
23,24,1364
23,24,1366
23,24,1360
23,24,1363
23,24,1362
23,24,1364
23,24,1359
23,24,1365
23,24,1362
23,24,1361
23,24,1363
23,24,1361
23,24,1363
23,24,1363
23,24,1363
23,24,1363
23,24,1361
23,24,1362
23,24,1364
23,24,1362
23,24,1362
23,24,1362
23,24,1363
23,24,1363
23,24,1363
23,24,1365
23,24,1363
23,24,1363
23,24,1362
23,24,1362
23,24,1360
23,24,1360
23,24,1362
23,24,1363
23,24,1365
23,24,1361
23,24,1364
23,24,1363
23,24,1364
23,24,1364
23,24,1363
23,24,1362
23,24,1361
23,24,1361
23,24,1364
23,24,1362
23,24,1363
23,24,1360
23,24,1362
23,24,1365
23,24,1362
23,24,1359
23,24,1362
23,24,1360
23,24,1362
23,24,1363
23,24,1363
23,24,1364
23,24,1363
23,24,1363
23,24,1364
23,24,1361
23,24,1364
23,24,1360
23,24,1365
23,24,1361
23,24,1361
23,24,1363
23,24,1364
23,24,1362
23,24,1365
23,24,1366
23,24,1363
23,24,1363
23,24,1360
23,24,1363
23,24,1360
23,24,1361
23,24,1364
23,24,1362
23,24,1362
23,24,1363
23,24,1362
23,24,1364
23,24,1360
23,24,1364
23,24,1362
23,24,1362
23,24,1364
23,24,1363
23,24,1362
23,24,1361
23,24,1364
23,24,1364
23,24,1360
23,24,1360
23,24,1362
23,24,1363
23,24,1359
23,24,1362
23,24,1366
23,24,1362
23,24,1362
23,24,1362
23,24,1364
23,24,1365
23,24,1363
23,24,1360
23,24,1365
23,24,1363
23,24,1361
23,24,1360
23,24,1361
23,24,1360
23,24,1361
23,24,1364
23,24,1362
23,24,1365
23,24,1360
